id	name	source	equipment_sources	element	rarity	current_time	disposition	dependencies	current_description	proposed_role	proposal
kite_bash	Kite Bash	equipment	ward_kite	neutral	common	4	retain role; compatibility and balance review		Gain 6 block, then bash an adjacent enemy for 4 and push 1.	hazard positioning / defense	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
chain_catch	Chain Catch	equipment	chain_guard	neutral	rare	4	retain role; compatibility and balance review		Hook a target at range 4 for 3, pull 2, then gain 5 block.	hazard positioning / defense	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
mirror_feint	Mirror Feint	equipment	mirror_guard	neutral	epic	6	retain role; compatibility and balance review		Create a 3-health illusion at range 3, then gain 5 block.	defense / decoy	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Illusion spawning, hazard deaths and enemy diversion must use the same surface and pathfinding model as the real board.
leather_roll	Leather Roll	equipment	boiled_leather	neutral	common	3	retain role; compatibility and balance review		Move 2, then gain 6 block.	positioning / defense	Printed Move and free movement spend the same terrain-weighted path cost, including Rubble and visible hazard consequences. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
glassbone_guard	Glassbone Guard	equipment	glassbone_cuirass	neutral	rare	5	retain role; compatibility and balance review		Spend 1 health. Gain 4 stoneskin and draw 1.	defense / hand/tempo support	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
undertaker_stand	Undertaker Stand	equipment	undertaker_plate	neutral	epic	6	retain role; compatibility and balance review		Gain 10 block and 2 stoneskin.	defense	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
dust_skip	Dust Skip	equipment	dust_tabi	neutral	common	3	retain role; compatibility and balance review		Blink 3, then draw 1.	terrain bypass / hand/tempo support	Blink skips intermediate terrain and triggers only landing-tile effects, with any explicit origin effects retained. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
spur_vault	Spur Vault	equipment	trapdoor_spurs	neutral	rare	4	retain role; compatibility and balance review		Move 4, then kick an adjacent enemy for 5 and push 1.	hazard positioning / positioning	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled. Printed Move and free movement spend the same terrain-weighted path cost, including Rubble and visible hazard consequences.
gravewind_step	Gravewind Step	equipment	gravewind_soles	neutral	epic	4	retain role; compatibility and balance review		Blink 4, then gain 4 block.	terrain bypass / defense	Blink skips intermediate terrain and triggers only landing-tile effects, with any explicit origin effects retained. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
ember_tithe	Ember Tithe	equipment	ember_pendant	neutral	common	4	mechanical rewrite / role adjustment	damaging Burn status (confirmed removal)	Exhaust. Deal 4 at range 4 and burn 1, then heal 1.	Small Fire utility	Replace ordinary Burn with Fire at impact, retaining Exhaust and the small heal. Keep it as equipment utility; decide whether its element tag should become Fire while reviewing Ember Pendant's elemental access.
clockwork_mark	Clockwork Mark	equipment	clockwork_arrowhead	neutral	rare	4	retain role; compatibility and balance review		Deal 6 at range 6, then draw 1.	direct damage / hand/tempo support	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
unsealed_gale	Unsealed Gale	equipment	sealed_cyclone	neutral	legendary	7	retain role; compatibility and balance review		Exhaust. Deal 9 in a cross pattern at range 4 and push 1.	direct damage / hazard positioning	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled.
butcher_chop	Butcher Chop	equipment	iron_cleaver	neutral	common	5	retain role; compatibility and balance review		Strike an adjacent enemy for 15.	direct damage	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze.
tombsplitter	Tombsplitter	equipment	grave_greatsword	neutral	epic	8	retain role; compatibility and balance review		Strike all adjacent tiles for 12.	direct damage	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze.
chain_lock	Chain Lock	equipment	chain_guard	neutral	rare	5	retain role; compatibility and balance review		Snare a target at range 3 for 4 and immobilize, then gain 4 block.	direct damage / defense	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Immobilize remains movement denial and gains situational value by holding a unit on hazardous terrain; re-score rather than silently add another rider.
mirror_flash	Mirror Flash	equipment	mirror_guard	neutral	epic	3	retain role; compatibility and balance review		Create a 2-health illusion at range 2, then gain 4 block.	defense / decoy	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Illusion spawning, hazard deaths and enemy diversion must use the same surface and pathfinding model as the real board.
dust_glide	Dust Glide	equipment	dust_tabi	neutral	common	2	retain role; compatibility and balance review		Move 4, then gain 3 block.	positioning / defense	Printed Move and free movement spend the same terrain-weighted path cost, including Rubble and visible hazard consequences. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
sawtooth_flurry	Sawtooth Flurry	equipment	sawtooth_knife	neutral	common	3	retain role; compatibility and balance review		Fast adjacent cut for 6 and bleed 1.	direct damage	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze.
serrated_slip	Serrated Slip	equipment	sawtooth_knife	neutral	common	3	retain role; compatibility and balance review		Move 2, then nick for 4 and expose 3.	direct damage / positioning	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Printed Move and free movement spend the same terrain-weighted path cost, including Rubble and visible hazard consequences.
backhand_nick	Backhand Nick	equipment	sawtooth_knife	neutral	common	3	retain role; compatibility and balance review		Strike for 5, bleed 1, then draw 1.	direct damage / hand/tempo support	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
stormstring_shot	Stormstring Shot	equipment	stormstring_bow	lightning	rare	5	mechanical rewrite / role adjustment	intensity, Chain surface interaction review	Raise Lightning intensity by 1. Deal 5 at range 7 with chain 1. Lightning 3+: shock.	Long-range Chain endpoint setup	Keep long-range Chain damage; replace intensity with one Electrified tile at the primary impact AFTER the complete attack. Remove threshold Shock. Its range and endpoint placement complement the other bow cards; the shared contiguous-conduction rule also applies to its Lightning impacts.
forked_nock	Forked Nock	equipment	stormstring_bow	lightning	rare	6	mechanical rewrite / role adjustment	intensity, Chain surface interaction review	Deal 4 at range 6 with chain 2 and expose 2. Lightning 2+: +3 damage.	Long-range intrinsic Chain	Keep modest Chain damage and Expose, with the printed Chain value preserving maximum jump reach. Remove intensity bonus and add no automatic painter rider. It remains useful without ground; existing relay nodes and contiguous components provide the shared positional upside.
far_draw	Far Draw	equipment	stormstring_bow, windlass_repeater	lightning	rare	2	mechanical rewrite / role adjustment	intensity	Raise Lightning intensity by 1 and draw 1.	Equipment network gap filler	Draw and place one Electrified tile within a modest range. This cheap single tile can connect two cardinally adjacent network ends, complete an occupied endpoint, or serve intrinsic Chain as an individual relay. Remove intensity and use the same role for both Stormstring Bow and Windlass Repeater. It complements the larger contiguous painters rather than being required to build every path tile alone.
hookspine_reap	Hookspine Reap	equipment	hookspine_halberd	neutral	epic	4	retain role; compatibility and balance review		Hook for 8 at range 2, pull 1, and bleed 1.	hazard positioning	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled.
sweeping_haft	Sweeping Haft	equipment	hookspine_halberd	neutral	epic	5	retain role; compatibility and balance review		Sweep adjacent tiles for 6, push 1, and sunder 3.	direct damage / hazard positioning	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled.
hook_and_hold	Hook and Hold	equipment	hookspine_halberd	neutral	epic	4	retain role; compatibility and balance review		Reach 2 for 5, immobilize, and expose 4.	direct damage	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Immobilize remains movement denial and gains situational value by holding a unit on hazardous terrain; re-score rather than silently add another rider.
phoenix_cleave	Phoenix Cleave	equipment	phoenix_brand	fire	legendary	7	mechanical rewrite / role adjustment	intensity, damaging Burn status (confirmed removal)	Exhaust. Lose 1 health. Raise Fire intensity by 1. Cleave adjacent tiles for 9 and burn 1. Fire 3+: +4 damage and burn 2.	Melee detonation payoff	Retain Exhaust and health cost; adjacent damage plus Detonate on existing Fire in the pattern. Remove intensity and Burn, and do not also leave fresh Fire after the detonation.
ember_guard	Ember Guard	equipment	phoenix_brand	fire	legendary	4	mechanical rewrite / role adjustment	intensity	Raise Fire intensity by 1, gain 7 block, and draw 1.	Fire setup and defense	Retain Block; replace intensity with one deliberately chosen adjacent Fire tile. Review whether draw still fits its budget. Never silently ignite the player's occupied tile.
rekindle_edge	Rekindle Edge	equipment	phoenix_brand	fire	legendary	5	mechanical rewrite / role adjustment	intensity, damaging Burn status (confirmed removal)	Strike for 8 and burn 2. Fire 2+: gain 1 card play.	Melee fire payoff	Melee hit plus Detonate at the target. Remove Burn and intensity. Replace the old conditional free play with a modest fixed defensive or draw benefit only if a Fire tile was actually consumed; no unconditional refund loop.
nail_parry	Nail Parry	equipment	buckler_of_nails	neutral	common	3	retain role; compatibility and balance review		Gain 5 block, then pierce an adjacent enemy for 4 and sunder 2.	defense bypass / defense	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
spike_check	Spike Check	equipment	buckler_of_nails	neutral	common	4	retain role; compatibility and balance review		Gain 4 block, then bash for 4, push 1, and bleed 1.	hazard positioning / defense	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
lodestone_reversal	Lodestone Reversal	equipment	lodestone_buckler	lightning	rare	5	mechanical rewrite / role adjustment	intensity	Raise Lightning intensity by 1. Pull 2 at range 5 for 4, then gain 5 block. Lightning 2+: shock.	Pull into Lightning setup	Retain directed Pull, damage and Block; replace intensity with Electrified at the target's resolved destination AFTER movement and the attack's discharge resolution. Remove gated Shock. The destination can complete an existing contiguous component or become an individual Chain relay. Its ordinary damaging Lightning impact uses any preexisting touched component, not the tile created later by this action.
polar_guard	Polar Guard	equipment	lodestone_buckler	lightning	rare	3	mechanical rewrite / role adjustment	intensity	Gain 6 block. Lightning 2+: gain 1 card play.	Defense on Electrified ground	Keep Block with a small extra Block benefit while standing on Electrified, without consuming it. Remove its intensity-gated card play. Support does not discharge a component merely because the card is Lightning; no repeatable free play or global Electrified count.
witchglass_double	Witchglass Double	equipment	witchglass_aegis	neutral	epic	4	retain role; compatibility and balance review		Create a 3-health illusion at range 3, gain 4 block, then draw 1.	defense / hand/tempo support / decoy	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone. Illusion spawning, hazard deaths and enemy diversion must use the same surface and pathfinding model as the real board.
reflected_threat	Reflected Threat	equipment	witchglass_aegis	neutral	epic	5	retain role; compatibility and balance review		Create a 4-health illusion at range 5, then gain 3 block.	defense / decoy	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Illusion spawning, hazard deaths and enemy diversion must use the same surface and pathfinding model as the real board.
anchor_slam	Anchor Slam	equipment	sunken_anchor	neutral	legendary	7	retain role; compatibility and balance review		Gain 3 stoneskin, then pull 3 at range 4 for 6, sunder 4, and immobilize.	hazard positioning / defense	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Immobilize remains movement denial and gains situational value by holding a unit on hazardous terrain; re-score rather than silently add another rider.
undertow_guard	Undertow Guard	equipment	sunken_anchor	neutral	legendary	6	retain role; compatibility and balance review		Gain 9 block, then pull 2 at range 3 for 3 and expose 4.	hazard positioning / defense	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
field_suture	Field Suture	equipment	stitcher_apron	neutral	common	2	retain role; compatibility and balance review		Exhaust. Heal 2 and gain 5 block.	defense	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
threadbare_guard	Threadbare Guard	equipment	stitcher_apron	neutral	common	3	retain role; compatibility and balance review		Gain 6 block and draw 1.	defense / hand/tempo support	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
cinderweave_guard	Cinderweave Guard	equipment	cinderweave_mail	fire	rare	5	mechanical rewrite / role adjustment	intensity, damaging Burn status (confirmed removal)	Raise Fire intensity by 1, gain 6 block, and scorch adjacent tiles for 4 and burn 1.	Defensive Fire ring	Block and modest adjacent AOE, then Fire on those floor tiles. Remove intensity and ordinary Burn. Preserve the safe central player tile; account for escape paths on subsequent activations.
cinder_patch	Cinder Patch	equipment	cinderweave_mail	fire	rare	3	mechanical rewrite / role adjustment	intensity	Exhaust. Heal 2, gain 4 block, and raise Fire intensity by 1.	Emergency fire management	Retain Exhaust, heal and Block; replace intensity with extinguishing Fire on the player's tile and adjacent chosen tile or a small fixed cross. A control valve for shared hazards, not another free generator.
rimeplate_lock	Rimeplate Lock	equipment	rimeplate_harness	ice	epic	6	mechanical rewrite / role adjustment		Gain 4 stoneskin and 3 block, then pin at range 4 for 3 and immobilize.	Defend and prepare Ice	Retain the defensive package and modest ranged Immobilize hit; place Ice under its target after damage. Active Chilled is checked before the hit for eligible Freeze and Ice consumption. Newly painted Ice requires a later actual entry or non-Frozen turn start to activate Chilled.
hoarfrost_shell	Hoarfrost Shell	equipment	rimeplate_harness	ice	epic	5	mechanical rewrite / role adjustment	intensity	Raise Ice intensity by 1 and gain 6 block. Ice 2+: gain 3 stoneskin.	Ice zoning defense	Block, then place a compact, directed pair of Ice tiles near the player. Remove intensity and gated Stoneskin. Placement does not Chill existing occupants; preview the threat of their next actual entry or non-Frozen turn start. Avoid the occupied player tile unless explicitly targeted.
voidsilk_molt	Voidsilk Molt	equipment	voidsilk_carapace	neutral	legendary	6	retain role; compatibility and balance review		Exhaust. Blink 4, gain 4 block, then draw 1.	terrain bypass / defense / hand/tempo support	Blink skips intermediate terrain and triggers only landing-tile effects, with any explicit origin effects retained. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
empty_husk	Empty Husk	equipment	voidsilk_carapace	neutral	legendary	5	retain role; compatibility and balance review		Create a 4-health illusion at range 4 and gain 5 block.	defense / decoy	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Illusion spawning, hazard deaths and enemy diversion must use the same surface and pathfinding model as the real board.
hobnail_drive	Hobnail Drive	equipment	hobnail_grips	neutral	common	3	retain role; compatibility and balance review		Move 3, then kick an adjacent enemy for 4 and push 2.	hazard positioning / positioning	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled. Printed Move and free movement spend the same terrain-weighted path cost, including Rubble and visible hazard consequences.
heel_hook	Heel Hook	equipment	hobnail_grips	neutral	common	4	retain role; compatibility and balance review		Move 2, then trip for 5, immobilize, and expose 2.	direct damage / positioning	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Printed Move and free movement spend the same terrain-weighted path cost, including Rubble and visible hazard consequences. Immobilize remains movement denial and gains situational value by holding a unit on hazardous terrain; re-score rather than silently add another rider.
static_pivot	Static Pivot	equipment	static_spurs	lightning	rare	5	mechanical rewrite / role adjustment	intensity	Raise Lightning intensity by 1. Move 4, then gain 3 block.	Movement lays a connected route	Use Move to leave a contiguous Electrified trail on its actual walked floor, including the origin, AFTER movement. This gives Static Spurs one useful route painter rather than several isolated endpoints. Retain Block only if the full coverage fits the card's budget; reprice movement, defense and Time together. Do not paint a hypothetical path for Blink or beyond an interrupted move.
spur_spark	Spur Spark	equipment	static_spurs	lightning	rare	3	mechanical rewrite / role adjustment	intensity	Move 2, raise Lightning intensity by 1, and gain 1 card play.	Quick endpoint setup	Short Move, then one Electrified tile at the actual destination. Keep this as a cheap endpoint/gap filler beside Static Pivot's longer trail. Remove intensity and the unconditional card-play refund; tune its Time or modest defense without adding a second payoff clause. It does not discharge ground merely by moving or placing it.
cloudstep_loop	Cloudstep Loop	equipment	cloudstep_sandals	air	epic	5	mechanical rewrite / role adjustment	intensity	Raise Air intensity by 1, blink 3, draw 1, and gain 1 card play.	Blink-flow support	Keep Blink and draw; remove intensity and the automatic card-play refund. Review with Gale Tabi, Vaulting Sigil and Beaconrunner Spurs rather than compensating removal with another unconditional flow engine.
zephyr_feint	Zephyr Feint	equipment	cloudstep_sandals	air	epic	5	mechanical rewrite / role adjustment	intensity	Move 3, then draw 1. Air 2+: gain 1 card play.	Mobile hand support	Keep Move and draw, remove intensity-gated refund. Adjust Time or defensive support to distinguish it from Cloudstep Loop without making every movement card self-replacing in plays.
worldroot_stride	Worldroot Stride	equipment	worldroot_greaves	earth	legendary	6	mechanical rewrite / role adjustment	intensity	Raise Earth intensity by 1. Move 3, then gain 4 stoneskin. Earth 2+: +4 stoneskin.	Rubble approach and defense	Move, then Stoneskin and Rubble at the destination; the move itself is subject to terrain already present. Replace intensity bonus with a small bounded defense benefit if the move ended on PRE-EXISTING Rubble.
rooted_kick	Rooted Kick	equipment	worldroot_greaves	earth	legendary	4	mechanical rewrite / role adjustment	Poison	Move 2, then kick for 6, push 1, sunder 3, and poison 1.	Rubble relocation payoff	Keep move, directed push, damage and Sunder; remove Poison and leave Rubble at the enemy's resolved destination. Actual target movement completes before painting, so the card does not charge new terrain against its own force.
loaded_toss	Loaded Toss	equipment	bone_dice	neutral	common	3	retain role; compatibility and balance review		Deal 3 at range 6, draw 1, and gain 1 card play.	direct damage / hand/tempo support	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
snake_eyes	Snake Eyes	equipment	bone_dice	neutral	common	2	retain role; compatibility and balance review		Exhaust. Mark at range 6 for 1 and expose 6, then draw 1.	direct damage / hand/tempo support	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
locket_chill	Locket Chill	equipment	rime_locket	ice	rare	4	mechanical rewrite / role adjustment	intensity, Freeze semantic migration	Raise Ice intensity by 1. Deal 3 at range 6. Ice 3+: freeze.	Portable Ice setup	Modest ranged Ice hit, then Ice at impact. Replace intensity and gated direct Freeze. New Ice waits for actual entry or a later non-Frozen turn start before Chilled activates; a later Ice hit can then Freeze and consume the supporting Ice. Leaving or removing that Ice clears Chilled.
kept_breath	Kept Breath	equipment	rime_locket	ice	rare	3	mechanical rewrite / role adjustment	intensity	Raise Ice intensity by 1, gain 5 block, and draw 1.	Ice utility defense	Block and draw; replace intensity with a single deliberately placed Ice tile within short range. Ice placement alone does not Chill an occupant; entry or a non-Frozen turn start activates it. Review draw/defense budget and avoid mandatory player exposure on the next activation.
borrowed_spark	Borrowed Spark	equipment	ember_hourglass	fire	epic	5	mechanical rewrite / role adjustment	intensity	Exhaust. Lose 1 health. Raise Fire intensity by 2, draw 2, and gain 1 card play.	One-use Fire setup and flow	Retain health cost and Exhaust; replace intensity with a compact two-tile Fire placement and retain a reduced draw/play package. This is an exceptional resource bridge, reviewed against all Flurry and kill-refund interactions.
cinder_second	Cinder Second	equipment	ember_hourglass	fire	epic	4	mechanical rewrite / role adjustment	intensity	Raise Fire intensity by 1 and gain 1 card play. Fire 2+: draw 1.	Small detonation support	Detonate one chosen Fire tile and draw a card; offer a small unconditional Block fallback so it is not a dead draw without Fire. Remove intensity and free-play machinery; preview whether Fire will actually be consumed.
thorn_crown_pact	Thorn Crown Pact	equipment	crown_of_thorns	neutral	legendary	7	mechanical rewrite / role adjustment	Poison	Lose 1 health. Gain 5 stoneskin, then pierce for 8 at range 5, bleed 1, and poison 3.	Physical thorn payoff	Retain health cost, Stoneskin and piercing attack; remove Poison and consolidate into a slightly stronger Bleed or Sunder rider. Prefer one physical status over adding a replacement fourth rider.
royal_bramble	Royal Bramble	equipment	crown_of_thorns	neutral	legendary	6	retain role; compatibility and balance review		Lose 1 health. Pull 2 at range 5 for 5, bleed 1, expose 4, and sunder 4.	hazard positioning	Preview and resolve every actual forced-movement tile; Rubble does not shorten forced distance, Fire and Ice trigger on actual entry under the shared actor rules. Placement does not trigger either; leaving Ice clears Chilled.
crimson_draught	Crimson Draught	consumable		neutral	common	3	retain role; compatibility and balance review		Consume. Heal 2.	defense	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
mossglass_elixir	Mossglass Elixir	consumable		neutral	rare	4	retain role; compatibility and balance review		Consume. Heal 2 and gain 1 stoneskin.	defense	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
nail_bomb	Nail Bomb	consumable		neutral	common	5	retain role; compatibility and balance review		Consume. Bomb a tile within 4 for 3 and sunder 1.	direct damage	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze.
pitch_firebomb	Pitch Firebomb	consumable		fire	rare	5	mechanical rewrite / role adjustment	damaging Burn status (confirmed removal)	Consume. Hurl fire at range 4 for 3 and burn 1 in a small blast.	One-use Fire setup	Replace Burn with Fire in the existing small blast after modest direct damage. Preserve Consume. Audit its actual hazard value against ordinary reward AOEs and one-use shop pricing.
frost_snare	Frost Snare	consumable		ice	rare	5	mechanical rewrite / role adjustment	Freeze semantic migration	Consume. Snap a target at range 3 for 1 and freeze 1.	One-use Ice setup/control	Replace immediate Freeze with Ice under the target after a small Ice hit and a bounded Immobilize rider. A target with active Chilled before the hit can Freeze, consuming its supporting Ice. Otherwise the new Ice waits for an actual entry or non-Frozen turn start; it does not immediately Chill or Freeze an occupant.
storm_jar	Storm Jar	consumable		lightning	epic	5	mechanical rewrite / role adjustment	Chain surface interaction review	Consume. Deal 3 at range 4, shock 1, and chain 1.	One-use Lightning payoff	Retain a straightforward consumable Lightning Chain attack under the shared jump-reach convention. Its specialist Shock can require an opponent actually reached through used Electrified; both contiguous conduction and individual Chain relays qualify. Prior explicit placement is immediately usable, but this attack cannot reuse a component already consumed by an earlier attack.
smoke_bomb	Smoke Bomb	consumable		neutral	common	3	retain role; compatibility and balance review		Consume. Blink 2 and gain 2 block.	terrain bypass / defense	Blink skips intermediate terrain and triggers only landing-tile effects, with any explicit origin effects retained. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
jaw_trap	Jaw Trap	consumable		neutral	common	4	retain role; compatibility and balance review		Consume. Clamp a target at range 3 for 3 and immobilize.	direct damage	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Immobilize remains movement denial and gains situational value by holding a unit on hazardous terrain; re-score rather than silently add another rider.
bone_ward_charm	Bone-Ward Charm	consumable		neutral	epic	4	retain role; compatibility and balance review		Consume. Gain 2 stoneskin and 3 block.	defense	Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation.
grave_dust_satchel	Grave Dust Satchel	consumable		neutral	epic	5	mechanical rewrite / role adjustment	Poison	Consume. Dust a tile within 3 for 2, poison 2, and pierce.	One-use Rubble setup	Remove Poison, retain modest piercing small-blast damage and leave Rubble in the pattern. Consider Earth tag and a clearer Quarry Dust name; preserve Consume, with no periodic damage replacement.
windlass_volley	Windlass Volley	equipment	windlass_repeater	neutral	rare	4	retain role; compatibility and balance review		Flurry. Deal 2 along a 2-tile line at range 7 for each card play spent.	direct damage	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Preserve Flurry play snapshot, one Time payment and per-repeat live board resolution; cap retrigger loops at the intended event scope.
crank_reload	Crank Reload	equipment	windlass_repeater	neutral	rare	3	retain role; compatibility and balance review		Draw 1 and gain 1 card play.	hand/tempo support	Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
blade_dance	Blade Dance	equipment	war_dancer_sash	neutral	epic	4	retain role; compatibility and balance review		Flurry. Gain 2 block, then strike for 5, for each card play spent.	direct damage / defense	Retain printed direct attacks; surfaces are applied only when explicitly printed, and physical direct hits benefit from active Chilled damage but do not apply Freeze. Keep defense/healing semantics; include shared Fire damage and prevention in the revised valuation. Preserve Flurry play snapshot, one Time payment and per-repeat live board resolution; cap retrigger loops at the intended event scope.
gathering_rhythm	Gathering Rhythm	equipment	war_dancer_sash	neutral	epic	4	retain role; compatibility and balance review		Move 2, draw 1, and gain 2 card plays.	positioning / hand/tempo support	Printed Move and free movement spend the same terrain-weighted path cost, including Rubble and visible hazard consequences. Review card-flow and Flurry combinations against new hazard kills and surface payoffs; no automatic numerical buff just because intensity is gone.
cinder_fusillade	Cinder Fusillade	reward		fire	rare	5	mechanical rewrite / role adjustment	intensity	Flurry. Gain 1 fire intensity, then deal 3 at range 6, for each card play spent.	Distributed Fire Flurry	For each snapped card play, make a modest ranged hit and leave Fire at that hit's tile AFTER resolution. Repeated hits on the same Fire do not stack tile strength, trigger entry again or refund card plays.
storm_salvo	Storm Salvo	reward		lightning	epic	6	mechanical rewrite / role adjustment	Chain surface interaction review	Flurry. Deal 3 at range 6 with chain 1, then draw 1, for each card play spent.	Repeated intrinsic Chain payoff	Retain repeated modest Lightning Chain attacks and review draw per repeat. Chain N remains jump reach with no additional-target cap. Each explicit Flurry repeat takes its own pre-attack snapshot: an earlier consumed component or relay stays gone unless a later explicit placement recreates it. Deduplicate native hits, Chain and contiguous conduction within each repeat; conducted targets do not start new Chain heads.
razor_gale	Razor Gale	reward		air	rare	4	mechanical rewrite / role adjustment		Flurry. Deal 3 at range 5 and push 1 for each card play spent.	Repeated displacement payoff	Retain repeated ranged damage and directed Push; every repeat shows its updated actual path and entry effects. Preserve normal Flurry commitment and review Fire traversal farming, kill refunds and exhausted movement routes.
